-----------------------------------------------																							
ace.map QC reference file generated Fri Apr 13 18:06:21 CEST 2007																							
ace.map QC version: 1.0																							
http://www.iri.cnrs.fr/seg																							
-----------------------------------------------																							

File	s-range	s1-weight	s1-mean	s1-var	s1-x0	s2-weight	s2-mean	s2-var	s2-x0	v-range	vb-x_offset	vb-slope	v1-x0	v1-m	v1-v	v2m-y_offset	v2m-scale	v2m-x_offset	v2m-slope	v2v-y_offset	v2v-scale	v2v-x_offset	v2v-slope
HB00B36.ma0	1952.2519	0.2546	0.2908	0.5785	0.0000	0.7454	2.4221	2.4163	0.1200	48.4400	-0.6876	-1.1210	0.3350	0.0537	1.6090	-2.9854	4.0268	-0.6393	-0.9539	0.0032	0.1735	2.3328	-1.6734
HB00B3E.ma0	1665.0591	0.3169	0.3699	0.6208	0.0000	0.6831	2.8846	2.3812	0.1500	54.9600	-0.7370	-1.2528	0.3350	0.2711	1.5363	-3.5240	4.1746	0.0388	-0.9301	0.0304	0.2211	2.7244	-2.5855
HB00B3H.ma0	1823.2780	0.2782	0.3520	0.6129	0.0000	0.7218	2.3542	2.4242	0.1500	74.0000	-0.5727	-1.0432	0.3350	0.2637	1.5901	-3.1595	4.4645	-0.5397	-0.8755	0.0155	0.1730	2.6627	-1.9636
HB00B3K.ma0	1360.9827	0.2761	0.3229	0.5819	0.0000	0.7239	2.3950	2.4159	0.1800	58.5300	-0.8907	-1.3306	0.3350	0.3076	1.5508	-3.3471	4.2938	-0.2532	-0.9333	0.0259	0.1689	2.4216	-1.8041
HB00B3M.ma0	1586.9334	0.2802	0.2953	0.5391	0.0000	0.7198	2.6031	2.3788	0.1800	70.6900	-0.7084	-1.2928	0.3350	0.2949	1.5765	-3.1231	4.1724	-0.4317	-0.9389	0.0138	0.1644	2.2147	-2.1325
HB00BPQ.ma0	1848.0073	0.3729	0.2803	0.4066	0.0000	0.6271	3.5387	2.3165	0.4500	68.2000	-0.4116	-1.0245	0.3350	0.1981	1.6261	-3.2272	4.4339	-0.3682	-0.9006	0.0689	0.1250	3.2208	-1.9558
HB00C2O.ma0	1712.7540	0.2471	0.2936	0.4948	0.0000	0.7529	2.2514	2.4046	0.1800	60.5100	-0.6235	-1.0249	0.3350	0.1946	1.6051	-3.3250	4.6158	-0.3869	-0.8695	0.0382	0.1337	3.3542	-1.9945
HB00C2V.ma0	1280.2397	0.2432	0.3220	0.4800	0.0000	0.7568	2.1787	2.4108	0.1800	63.5700	-0.6503	-1.1726	0.3350	0.2677	1.5686	-3.1814	4.4373	-0.4043	-0.9054	0.0108	0.1285	2.9369	-1.7909
HB00C2W.ma0	1504.6970	0.3071	0.3803	0.5579	0.0000	0.6929	2.7541	2.4214	0.1800	54.1800	-0.6028	-1.2020	0.3350	0.2556	1.5424	-3.4710	4.4431	-0.0405	-0.8960	0.0167	0.1682	3.1252	-1.9320
MA0070K.ma0	601.3091	0.3248	0.3249	0.5756	0.0000	0.6752	2.9467	2.1405	0.1800	58.1100	-0.3584	-3.2997	0.3350	0.0389	1.4906	-3.2470	2.5988	0.7303	-1.2950	0.0736	0.1366	2.4465	-1.6919
MA0070Q.ma0	581.7364	0.3405	0.3595	0.5384	0.0000	0.6595	3.1676	2.0964	0.1800	62.0900	-0.6491	-1.8599	0.3350	0.2629	1.5562	-2.9723	3.9253	-0.1701	-1.0404	0.0583	0.2187	0.7053	-1.5988
MA00711.ma0	578.1468	0.3395	0.3673	0.5196	0.0000	0.6605	3.0022	2.0924	0.2100	58.5900	-0.5744	-2.1573	0.3350	0.1943	1.5740	-2.9020	3.8034	-0.1723	-1.0553	0.0099	0.2352	0.9527	-1.2829
MA00714.ma0	536.4907	0.3409	0.3836	0.5284	0.0000	0.6591	2.9804	2.0803	0.2100	58.1000	-0.3551	-3.5483	0.3350	0.1756	1.4583	-3.1484	2.7830	0.6837	-1.3187	0.0320	0.1830	1.4953	-1.6059
MA007H2.ma0	903.5431	0.4923	0.3921	0.4947	0.0000	0.5077	7.5461	2.1391	0.7800	61.3200	-0.3290	-1.9052	0.3350	0.0805	1.5334	-3.1246	3.8258	0.0046	-0.9715	0.1432	-0.0122	0.3954	1.3767
MA007H5.ma0	1628.3779	0.5017	0.4106	0.4842	0.0000	0.4983	8.0859	2.2213	0.8400	64.2600	-0.2992	-1.3392	0.3350	0.1054	1.6078	-3.0478	3.7054	0.0911	-1.0821	0.0669	0.1152	2.0336	-1.8684
MA007H7.ma0	1531.1096	0.3921	0.4269	0.5400	0.0000	0.6079	4.8216	2.4232	0.2400	76.0600	-0.1179	-1.4153	0.3350	0.2223	1.5404	-3.1813	3.8585	0.1679	-0.9898	0.0094	0.1999	2.4236	-1.5240
MA007H9.ma0	1643.5375	0.5588	0.5367	0.4830	0.0000	0.4412	8.9924	2.1802	1.1100	62.1100	-0.0558	-1.4832	0.3350	0.1040	1.5561	-3.2456	3.8760	0.4697	-1.0324	0.0151	0.1552	2.5914	-1.6916
MA007K0.ma0	1539.0862	0.4021	0.4443	0.5401	0.0000	0.5979	4.9364	2.3879	0.2400	63.2600	-0.2525	-1.3591	0.3350	0.1222	1.6173	-3.2153	4.0181	0.2065	-0.9765	0.0794	0.1406	2.0745	-1.3398
MA007K1.ma0	987.4925	0.5772	0.6274	0.4031	0.0000	0.4228	5.5304	2.0932	1.1700	67.9400	-0.0026	-2.4900	0.3350	0.2088	1.5023	-3.1919	3.7632	0.7131	-1.0727	0.0618	0.0766	2.1573	-2.9206
MA007K6.ma0	998.2327	0.5074	0.4402	0.4873	0.0000	0.4926	7.8034	2.1748	0.8400	59.2500	-0.3326	-1.8674	0.3350	0.1588	1.5535	-3.2833	3.9183	0.2822	-0.9894	0.2208	-0.0669	4.2256	-1.5104
MA007K9.ma0	2360.2581	0.5769	0.5358	0.5534	0.0000	0.4231	11.3405	2.2364	1.1700	70.2600	0.2114	-1.1896	0.3350	0.2012	1.5350	-3.1291	3.7700	0.3286	-0.9728	0.0195	0.2303	2.2893	-1.3071
MA007KY.ma0	1538.6159	0.5515	0.6758	0.5734	0.0000	0.4485	5.8679	2.3598	0.3300	77.7800	0.3419	-2.0680	0.3350	0.0618	1.5243	-3.1779	3.3590	0.8647	-1.0908	0.0102	0.1988	2.7040	-1.8925
MA007L5.ma0	1478.8161	0.5416	0.5137	0.4783	0.0000	0.4584	8.9922	2.1990	0.9900	67.5700	-0.1575	-1.8169	0.3350	0.1365	1.5718	-3.2747	3.7244	0.5571	-1.0928	0.0146	0.1686	2.3858	-2.1014
MA007LG.ma0	965.6642	0.5408	0.5191	0.4740	0.0000	0.4592	7.8997	2.1256	0.9300	69.8800	-0.0552	-1.6013	0.3350	0.2933	1.5015	-3.2881	3.8414	0.5567	-1.0329	0.0570	0.1280	2.4590	-1.7112
MA007LL.ma0	1602.3333	0.5515	0.5053	0.5097	0.0000	0.4485	9.2728	2.1648	1.0800	65.2200	-0.1002	-1.6045	0.3350	0.2775	1.4938	-3.2920	3.8381	0.4910	-1.0450	0.1101	0.0789	2.0812	-2.8857
MA007OE.ma0	1557.5557	0.5687	0.5721	0.4707	0.0000	0.4313	10.8582	2.1620	1.1100	81.5000	0.1098	-1.4818	0.3350	0.3805	1.4879	-3.2240	3.9224	0.5667	-1.0442	0.0623	0.1518	1.9935	-1.4957
MA007OH.ma0	1370.6200	0.5847	0.6095	0.4580	0.0000	0.4153	10.4901	2.1141	1.1700	84.6900	0.1491	-1.6741	0.3350	0.2851	1.5286	-2.9447	3.6561	0.4718	-1.1025	0.0254	0.1513	1.8851	-1.6584
MA007ON.ma0	1615.4155	0.5636	0.5331	0.5138	0.0000	0.4364	10.7551	2.2148	1.0500	71.2300	-0.1117	-1.4703	0.3350	0.1022	1.6145	-3.0391	3.7081	0.3264	-1.1039	0.0355	0.1826	2.0013	-1.2601
MA007OO.ma0	2017.0951	0.5699	0.5430	0.5146	0.0000	0.4301	12.0699	2.2911	1.1400	68.5900	-0.0487	-1.1962	0.3350	0.2771	1.5537	-2.7966	3.4692	0.2594	-1.1464	0.1638	0.0635	0.1507	-6.4769
MA007OR.ma0	1361.3395	0.5119	0.6699	0.5095	0.0000	0.4881	4.7524	2.3743	0.3900	83.3300	0.2571	-1.7814	0.3350	0.2611	1.5445	-3.2553	3.7000	0.8593	-1.1051	0.0138	0.1960	2.6357	-1.9161
MA007OS.ma0	1308.1657	0.5645	0.5746	0.4568	0.0000	0.4355	9.6301	2.1391	1.1100	75.2100	0.0326	-1.7402	0.3350	0.2782	1.5283	-3.2358	3.9943	0.5198	-1.0088	0.0407	0.1245	2.4401	-3.7437
MA007OU.ma0	1529.9315	0.5536	0.5439	0.4626	0.0000	0.4464	9.9116	2.1910	1.0800	68.7600	0.0022	-1.5735	0.3350	0.2642	1.4808	-1.8546	2.5943	-0.2161	-1.3456	0.0804	0.0531	0.2788	-14.8796
MA007P0.ma0	1703.1261	0.5584	0.5537	0.4632	0.0000	0.4416	9.9870	2.2137	1.0800	77.6300	0.1165	-1.5765	0.3350	0.1055	1.5753	-3.0918	3.6798	0.5076	-1.0695	0.0202	0.1512	2.4205	-1.4093
MA007P1.ma0	1809.8823	0.5401	0.5147	0.4629	0.0000	0.4599	10.7829	2.2712	0.9900	78.4900	-0.0320	-1.3647	0.3350	0.1896	1.5931	-3.0974	3.8319	0.3612	-1.0791	0.0146	0.1789	2.2268	-1.3747
MA007P8.ma0	1467.9855	0.5459	0.5415	0.4409	0.0000	0.4541	8.9311	2.2411	1.0500	76.3300	-0.0362	-1.6521	0.3350	0.0911	1.6316	-2.8569	3.6353	0.3226	-1.1046	0.1161	0.0667	0.4357	-6.0563
MA007P9.ma0	1971.4087	0.5421	0.4994	0.4776	0.0000	0.4579	11.3845	2.2549	1.0500	69.3300	0.0344	-1.3712	0.3350	0.1674	1.5777	-2.8969	3.6470	0.2028	-1.0929	0.0102	0.1608	2.2132	-1.3247
MA007PA.ma0	1709.0001	0.5692	0.5490	0.5090	0.0000	0.4308	11.7897	2.1589	1.1700	78.3300	0.1008	-1.2760	0.3350	0.3515	1.5073	-3.1005	3.7669	0.3981	-1.0759	0.0146	0.2134	2.4195	-1.3249
MB0003U.ma0	305.1161	0.3516	0.4723	0.5262	0.0000	0.6484	2.3334	1.9573	0.3000	70.1300	-0.2333	-3.2393	0.3350	0.1685	1.4902	-2.2224	2.9750	-0.1395	-1.1734	0.0936	0.1644	0.1433	-3.7444
MB0003V.ma0	702.2936	0.3920	0.2231	0.5375	0.0000	0.6080	4.2271	2.1074	0.3900	46.7700	-0.7135	-2.9089	0.3350	-0.1785	1.5284	-3.2032	2.8223	0.1275	-0.9968	0.3206	-0.1774	2.9301	-1.9151
MB0003Z.ma0	278.9630	0.4393	0.1893	0.7288	0.0000	0.5607	6.3009	2.0290	0.4500	47.6800	-0.9034	-2.1720	0.3350	-0.0468	1.5100	-3.0491	2.3372	-0.1915	-1.1412	0.2095	-0.0143	1.6364	7.7007
MB00042.ma0	730.9450	0.2662	0.2042	0.4923	0.0000	0.7338	2.5862	2.2919	0.1800	39.7300	-0.8648	-2.3944	0.3350	-0.1197	1.5702	-2.9011	3.2411	-0.3773	-1.1677	0.0103	0.1783	1.1153	-1.8046
MB00045.ma0	610.9720	0.4525	0.2834	0.5954	0.0000	0.5475	4.9802	1.9711	0.5700	56.7400	-0.7187	-2.3824	0.3350	0.1335	1.5267	-2.8186	2.9831	-0.2954	-1.1155	0.0296	0.2760	0.2009	-1.1598
MB00049.ma0	381.5905	0.3540	0.1268	0.6571	0.0000	0.6460	3.3174	1.9632	0.2700	32.0500	-1.3732	-2.5681	0.3350	-0.1860	1.5342	-3.0920	2.4014	-0.5207	-1.2141	0.0136	0.1913	0.7778	-2.3329
MB0004A.ma0	300.0783	0.4922	0.3474	0.5463	0.0000	0.5078	8.3087	1.9970	0.7200	42.7200	-0.8584	-1.8253	0.3350	0.0403	1.6003	-2.8794	3.4185	-0.3377	-1.1553	0.0181	0.1818	1.0362	-1.5074
MB0004B.ma0	523.4546	0.4409	0.2858	0.5302	0.0000	0.5591	6.2197	2.1590	0.5400	62.9200	-0.5950	-1.8455	0.3350	0.2678	1.4902	-2.8604	3.5533	-0.5206	-0.9769	0.2624	-0.0987	2.6725	-1.3652
MB0004G.ma0	264.0093	0.3949	0.1925	0.5877	0.0000	0.6051	3.7557	1.8221	0.3300	48.6300	-0.9521	-3.6364	0.3350	-0.1297	1.5314	-3.1041	2.3013	0.1047	-1.4212	0.0157	0.1822	1.0933	-2.7878
MB0004H.ma0	430.1048	0.3631	0.1660	0.5396	0.0000	0.6369	3.8169	2.0405	0.3000	45.4400	-1.0725	-2.6094	0.3350	0.0007	1.5217	-3.1497	2.8501	-0.3363	-1.1057	0.0127	0.1889	1.1969	-1.9014
MB0004J.ma0	409.8096	0.3754	0.1801	0.5162	0.0000	0.6246	3.8889	2.0162	0.3300	42.4200	-1.2525	-2.1094	0.3350	0.0564	1.5549	-3.1291	3.8806	-0.8152	-0.9979	0.0125	0.1982	0.9264	-1.8323
MB0004L.ma0	664.1981	0.2987	0.2810	0.5906	0.0000	0.7013	3.2300	2.3728	0.1200	47.3100	-0.7876	-2.0603	0.3350	0.1617	1.4899	-3.0852	3.4358	-0.2298	-1.0601	0.0152	0.1973	1.5521	-2.3598
RA00583.ma0	358.5977	0.3207	0.5677	0.3536	0.0000	0.6793	1.8731	2.0079	0.3600	57.1500	-0.1648	-4.0999	0.3350	0.0166	1.5653	-2.7223	3.1780	0.5493	-1.1998	0.0099	0.0815	1.5985	-1.6158
RA00585.ma0	340.7400	0.3933	0.6329	0.3931	0.0000	0.6067	2.2095	1.9330	0.3600	69.7000	-0.0116	-3.9342	0.3350	0.0318	1.5617	-2.5183	3.0393	0.4956	-1.2121	0.0035	0.0957	1.7009	-2.1378
RA00588.ma0	336.1871	0.4681	0.5677	0.2991	0.0000	0.5319	2.5450	1.8911	0.7800	59.7000	-0.1408	-4.1651	0.3350	-0.0041	1.5668	-2.7916	3.3317	0.5677	-1.1412	0.0358	0.0787	0.7419	-0.7473
RA0058A.ma0	263.1560	0.4473	0.6912	0.4992	0.0000	0.5527	2.3002	1.8438	0.2100	73.8300	0.1066	-4.2008	0.3350	0.0609	1.5236	-2.8065	2.7019	0.8728	-1.2870	0.0305	0.1413	1.9797	-2.0081
RA0058B.ma0	229.7670	0.4199	0.7299	0.4985	0.0000	0.5801	1.3898	1.9646	0.4200	94.4100	0.2892	-1.8446	0.3350	0.1316	1.5937	-2.8567	3.7626	0.4915	-1.0324	0.0664	0.0454	2.0859	-27.9566
RA0058D-bis.ma0	292.6995	0.4377	0.6977	0.4606	0.0000	0.5623	2.0369	1.9207	0.3300	68.3200	-0.0008	-3.7245	0.3350	0.0042	1.5347	-2.6374	3.0503	0.6544	-1.1308	0.0382	0.0904	1.1985	-2.4843
RA0058J.ma0	406.7170	0.3828	0.6146	0.3990	0.0000	0.6172	2.5163	1.9787	0.3000	57.2700	-0.0932	-4.1078	0.3350	-0.0378	1.5625	-2.8180	3.0391	0.7664	-1.2403	0.0271	0.0916	2.0360	-1.5394
RA0058N.ma0	188.3098	0.4791	0.8060	0.6415	0.0000	0.5209	1.3209	1.9629	0.2100	81.9100	0.4475	-1.8496	0.3350	-0.0465	1.5945	-2.8438	3.6836	-0.0290	-0.8729	0.0063	0.1095	3.3939	-2.3112
RA0058U.ma0	115.2325	0.6914	0.7916	0.4005	0.0000	0.3086	2.0439	1.7612	1.1700	96.0900	0.3309	-2.8541	0.3350	0.1385	1.5267	-2.9396	3.5204	0.9000	-1.0670	0.0552	0.0790	1.7754	-1.5909
RA0C1R1.ma0	347.4770	0.3436	0.3779	0.4987	0.0000	0.6564	2.6540	2.0203	0.3000	56.6800	-0.3040	-4.1654	0.3350	0.0513	1.4916	-2.9765	2.5813	0.7256	-1.3636	0.0684	0.2034	0.6607	-1.1733
RA0C1R2.ma0	394.6227	0.3432	0.3014	0.5554	0.0000	0.6568	3.3075	2.0314	0.1800	59.9100	-0.5593	-3.6125	0.3350	0.1742	1.4696	-2.6991	2.2308	0.3182	-1.4006	0.1110	0.3911	-1.4698	-1.0863
RA0C1R3.ma0	350.9570	0.3089	0.3301	0.4432	0.0000	0.6911	2.5047	2.0586	0.2400	48.3700	-0.7391	-3.3640	0.3350	0.1253	1.5632	-2.5705	3.2354	-0.1991	-1.2455	0.0650	0.1222	0.0830	-3.0000
RA0C1R4.ma0	320.1502	0.3297	0.3556	0.4792	0.0000	0.6703	2.6429	1.9895	0.2400	55.3500	-0.4380	-4.8687	0.3350	0.0840	1.4518	-2.6619	2.3634	0.4458	-1.4917	0.0206	0.1839	0.9216	-1.7144
RA0C1R5.ma0	345.8208	0.2863	0.2090	0.4981	0.0000	0.7137	2.6812	2.0448	0.1200	37.9900	-1.0930	-4.1654	0.3350	-0.0020	1.4993	-2.6592	2.5973	-0.3284	-1.3975	0.0000	0.2218	0.2366	-1.5409
RA0C2R1.ma0	378.8023	0.3228	0.3321	0.5254	0.0000	0.6772	2.7492	2.0504	0.2100	50.2500	-0.5915	-4.1037	0.3350	0.0761	1.4840	-2.4932	2.4087	0.0982	-1.4530	0.0898	0.1294	0.2292	-2.3064
RA0C2R2.ma0	293.2678	0.3643	0.3433	0.6599	0.0000	0.6357	3.1016	1.8872	0.1500	59.3400	-0.3660	-3.6402	0.3350	0.0620	1.5428	-2.9437	1.9575	0.7852	-1.5597	0.0091	0.2294	1.5153	-2.2438
RA0C2R3.ma0	295.0086	0.3250	0.3446	0.5567	0.0000	0.6750	2.6925	1.9306	0.1500	46.4100	-0.5764	-3.1036	0.3350	0.0220	1.5253	-2.6585	2.6738	0.0867	-1.3316	0.0002	0.2340	0.9226	-1.4899
RA0C2R4.ma0	267.5239	0.3052	0.2701	0.5493	0.0000	0.6948	2.5595	1.9419	0.1500	46.7399	-0.6700	-4.0654	0.3350	0.1239	1.4420	-2.7391	2.1387	0.3145	-1.5357	0.0064	0.2100	1.0354	-1.5855
RA0C2R5.ma0	261.3057	0.3126	0.2856	0.4651	0.0000	0.6874	2.5043	1.9328	0.2100	52.4300	-0.6709	-5.6890	0.3350	0.0095	1.4880	-2.9553	2.7542	0.2917	-1.2886	0.0772	0.1021	0.5369	-2.9822
test.ma0	2036.9597	0.3727	0.4497	0.5868	0.0000	0.6273	3.4391	2.4947	0.2400	59.1000	-0.2949	-1.6085	0.3350	0.2973	1.4890	-2.8179	3.4520	0.0121	-1.1186	0.0305	0.1754	1.9503	-1.2502
test1.ma0	1872.8830	0.4790	0.3441	0.5358	0.0000	0.5210	6.1520	2.3423	0.7800	68.5500	-0.3982	-1.0706	0.3350	0.1974	1.6047	-3.2422	4.3103	-0.2749	-0.8879	0.2481	-0.0434	1.1831	-3.1678
test2.ma0	1872.8830	0.4790	0.3441	0.5358	0.0000	0.5210	6.1520	2.3423	0.7800	68.5500	-0.3982	-1.0706	0.3350	0.1974	1.6047	-3.2422	4.3103	-0.2749	-0.8879	0.2481	-0.0434	1.1831	-3.1678
test3.ma0	1872.8830	0.4790	0.3441	0.5358	0.0000	0.5210	6.1520	2.3423	0.7800	68.5500	-0.3982	-1.0706	0.3350	0.1974	1.6047	-3.2422	4.3103	-0.2749	-0.8879	0.2481	-0.0434	1.1831	-3.1678
testDataSet_0_to_22.txt - Test_00	1128.1099	0.5665	0.5638	0.4817	0.0000	0.4335	6.5193	2.2752	1.0500	37.9389	-0.0952	-2.4693	0.3350	0.1187	1.5232	-3.0018	3.0656	0.7400	-1.2480	0.0422	0.1059	2.4316	-1.8252
testDataSet_0_to_22.txt - Test_01	1163.2049	0.5611	0.5579	0.4739	0.0000	0.4389	6.6145	2.2771	1.0500	38.7831	-0.0956	-2.4733	0.3350	0.1027	1.5406	-2.9965	3.1711	0.6649	-1.2322	0.0395	0.1167	2.3157	-1.5917
testDataSet_0_to_22.txt - Test_02	1120.9803	0.5719	0.5762	0.4833	0.0000	0.4281	7.0697	2.2593	1.0800	37.5074	-0.0858	-2.5257	0.3350	0.1041	1.5083	-3.0050	3.0419	0.7722	-1.2707	0.0391	0.1147	2.3381	-1.8842
testDataSet_0_to_22.txt - Test_03	1217.6605	0.5622	0.5660	0.4658	0.0000	0.4378	6.5063	2.2958	1.0800	37.9659	-0.0829	-2.4101	0.3350	0.1404	1.5105	-3.0002	3.1847	0.6726	-1.2035	0.0412	0.1076	2.4864	-1.8552
testDataSet_0_to_22.txt - Test_04	1320.0211	0.5601	0.5562	0.4766	0.0000	0.4399	6.8213	2.2736	1.0500	36.9962	-0.0983	-2.5159	0.3350	0.0757	1.5323	-3.0066	3.1727	0.6645	-1.2205	0.0424	0.1085	2.3922	-1.9603
testDataSet_0_to_22.txt - Test_05	1179.0748	0.5633	0.5612	0.4772	0.0000	0.4367	6.7576	2.2783	1.0500	37.2908	-0.0593	-2.4844	0.3350	0.0964	1.5224	-3.0010	3.1271	0.6913	-1.2252	0.0408	0.1061	2.4257	-1.8998
testDataSet_0_to_22.txt - Test_06	1094.8337	0.5651	0.5614	0.4789	0.0000	0.4349	6.4758	2.2872	1.0500	40.8064	-0.0894	-2.4989	0.3350	0.1072	1.5357	-2.9995	3.1410	0.6832	-1.2314	0.0426	0.1066	2.3863	-1.9407
testDataSet_0_to_22.txt - Test_07	1271.7357	0.5617	0.5579	0.4760	0.0000	0.4383	6.4876	2.2998	1.0500	34.2283	-0.1013	-2.5346	0.3350	0.0996	1.5223	-3.0002	3.0602	0.7337	-1.2477	0.0416	0.1121	2.2089	-1.7414
testDataSet_0_to_22.txt - Test_08	1008.1661	0.5607	0.5530	0.4779	0.0000	0.4393	6.2649	2.2741	1.0200	39.6323	-0.1227	-2.4374	0.3350	0.1259	1.5279	-2.9965	3.1603	0.6427	-1.2189	0.0433	0.1070	2.3115	-1.9507
testDataSet_0_to_22.txt - Test_09	1206.9353	0.5650	0.5621	0.4821	0.0000	0.4350	6.6082	2.2760	1.0500	37.0093	-0.1046	-2.3795	0.3350	0.1450	1.5205	-2.9996	3.1689	0.6689	-1.2273	0.0398	0.1086	2.4471	-1.9238
testDataSet_0_to_22.txt - Test_10	1185.2721	0.5622	0.5539	0.4803	0.0000	0.4378	6.6127	2.3103	1.0500	37.9071	-0.1146	-2.4172	0.3350	0.1256	1.5062	-3.0016	3.0800	0.7032	-1.2464	0.0424	0.1015	2.5264	-1.7241
testDataSet_0_to_22.txt - Test_11	1260.9507	0.5659	0.5618	0.4811	0.0000	0.4341	6.8003	2.2777	1.0500	34.1946	-0.1120	-2.3797	0.3350	0.1432	1.5081	-3.0043	3.1139	0.6991	-1.2356	0.0421	0.1077	2.2962	-1.9668
testDataSet_0_to_22.txt - Test_12	1231.7877	0.5701	0.5713	0.4807	0.0000	0.4299	6.8279	2.2825	1.0500	36.3500	-0.0527	-2.5495	0.3350	0.1237	1.5059	-2.9947	3.0302	0.7570	-1.2659	0.0422	0.1067	2.4162	-2.0177
testDataSet_0_to_22.txt - Test_13	1172.8812	0.5621	0.5597	0.4756	0.0000	0.4379	6.4695	2.2760	1.0500	35.5250	-0.1125	-2.4309	0.3350	0.1149	1.5115	-3.0069	3.1549	0.6751	-1.2115	0.0427	0.1040	2.2488	-2.1028
testDataSet_0_to_22.txt - Test_14	1296.1916	0.5597	0.5597	0.4704	0.0000	0.4403	6.4355	2.2844	1.0500	35.7146	-0.0753	-2.4906	0.3350	0.1092	1.5215	-2.9969	3.0514	0.7253	-1.2571	0.0404	0.1070	2.4322	-2.0073
testDataSet_0_to_22.txt - Test_15	1228.8230	0.5611	0.5588	0.4746	0.0000	0.4389	6.4499	2.2864	1.0500	36.2520	-0.0676	-2.5184	0.3350	0.0832	1.5188	-2.9931	3.0403	0.7317	-1.2720	0.0403	0.1115	2.3983	-1.9106
testDataSet_0_to_22.txt - Test_16	1036.3197	0.5635	0.5609	0.4760	0.0000	0.4365	6.5030	2.2751	1.0500	37.8055	-0.1110	-2.4624	0.3350	0.1159	1.5139	-3.0040	3.1222	0.7012	-1.2307	0.0411	0.1105	2.5002	-1.9449
testDataSet_0_to_22.txt - Test_17	1337.8283	0.5644	0.5654	0.4734	0.0000	0.4356	6.6732	2.2828	1.0500	38.5571	-0.0949	-2.4076	0.3350	0.1464	1.5270	-3.0005	3.1696	0.6747	-1.2245	0.0422	0.1053	2.4450	-1.9317
testDataSet_0_to_22.txt - Test_18	1241.0780	0.5599	0.5557	0.4720	0.0000	0.4401	6.3410	2.2886	1.0500	35.5974	-0.0703	-2.3751	0.3350	0.1023	1.5296	-2.9999	3.1812	0.6534	-1.2128	0.0425	0.1077	2.4818	-1.8088
testDataSet_0_to_22.txt - Test_19	1181.9659	0.5659	0.5657	0.4765	0.0000	0.4341	6.3738	2.2984	1.0800	35.2100	-0.0609	-2.5352	0.3350	0.1093	1.5163	-3.0058	3.1418	0.6988	-1.2164	0.0400	0.1085	2.4743	-1.8620
testDataSet_0_to_22.txt - Test_20	1216.0450	0.5667	0.5717	0.4705	0.0000	0.4333	6.7246	2.2928	1.0800	37.4977	-0.0848	-2.4556	0.3350	0.1204	1.5430	-2.9986	3.1103	0.7205	-1.2447	0.0416	0.1062	2.4897	-1.8903
testDataSet_0_to_22.txt - Test_21	1203.7960	0.5663	0.5626	0.4801	0.0000	0.4337	6.6268	2.2751	1.0500	38.0998	-0.0899	-2.4194	0.3350	0.1298	1.5338	-2.9973	3.1156	0.6918	-1.2465	0.0418	0.1033	2.3106	-2.4544
testDataSet_0_to_22.txt - Test_22	1165.3321	0.5660	0.5654	0.4795	0.0000	0.4340	6.5437	2.2582	1.0500	37.4750	-0.0920	-2.4904	0.3350	0.1258	1.5186	-3.0015	3.1081	0.7145	-1.2373	0.0444	0.1036	2.3924	-1.5904
z_051204050320pr9_ 040720-1207_synth_00.ma0	1102.7294	0.4404	0.5265	0.5345	0.0000	0.5596	4.3325	2.3744	0.3900	38.4867	-0.0964	-2.9845	0.3350	0.2544	1.4598	-2.7920	2.8992	0.5399	-1.2105	0.1590	0.0510	-2.8582	-0.3230
z_051204050320pr9_ 040720-1237_synth_00.ma0	1521.2139	0.4209	0.5819	0.5034	0.0000	0.5791	4.5124	2.4172	0.1800	33.6648	0.2068	-3.5956	0.3350	0.0449	1.4890	-2.7468	1.7990	1.2345	-1.7698	0.0566	0.0865	2.0340	-2.8050
z_051204050320pr9_ 040720-1327_synth_00.ma0	1236.8341	0.4605	0.5235	0.5392	0.0000	0.5395	4.6802	2.3589	0.4800	34.0578	-0.0130	-3.4201	0.3350	0.1521	1.4667	-2.4370	2.0141	0.6229	-1.4634	0.0110	0.1342	1.3735	-2.7042
z_051204050320pr9_ 040720-1344_synth_00.ma0	1304.3600	0.3819	0.5410	0.5596	0.0000	0.6181	3.4611	2.4897	0.1800	34.0453	-0.0101	-2.9384	0.3350	0.0340	1.5049	-2.9154	2.3418	0.7910	-1.3849	0.0188	0.1213	2.0565	-1.9165
z_051204050320pr9_ 040720-1401_synth_00.ma0	1111.7747	0.4103	0.5408	0.4984	0.0000	0.5897	4.9008	2.2795	0.1200	34.9509	0.2125	-3.4577	0.3350	0.0702	1.4968	-2.6098	1.5622	1.1531	-1.6575	0.0410	0.0839	1.5816	-6.4122
z_051204050320pr9_ 040720-1418_synth_00.ma0	1211.0953	0.4284	0.5800	0.5222	0.0000	0.5716	4.5490	2.3508	0.1800	36.6057	0.1409	-3.3959	0.3350	0.0582	1.5085	-2.7306	2.2008	0.8621	-1.3246	0.0557	0.0794	1.5367	-3.2807
z_051204050320pr9_040722-1236_synth_00.ma0	807.8854	0.5480	0.7853	0.5238	0.0000	0.4520	3.2404	2.3718	0.2100	43.7225	0.5376	-3.6564	0.3350	0.1024	1.5224	-2.9636	1.9282	1.6328	-1.5372	0.0369	0.1197	2.3311	-2.0846
