-----------------------------------------------																							
ace.map QC reference file generated Fri Apr 13 18:06:21 CEST 2007																							
ace.map QC version: 1.0																							
http://www.iri.cnrs.fr/seg																							
-----------------------------------------------																							

File	s-range	s1-weight	s1-mean	s1-var	s1-x0	s2-weight	s2-mean	s2-var	s2-x0	v-range	vb-x_offset	vb-slope	v1-x0	v1-m	v1-v	v2m-y_offset	v2m-scale	v2m-x_offset	v2m-slope	v2v-y_offset	v2v-scale	v2v-x_offset	v2v-slope
z_HB001RC_uCD25-_3_synth_00.ma0	270.2745	0.2835	0.2018	0.4872	0.0000	0.7165	2.0474	2.0113	0.3000	23.4414	-1.0318	-3.0580	0.3350	0.0703	1.4656	-2.6474	2.1746	-0.1010	-1.4687	0.1271	0.0970	0.9784	-2.2588
z_HB001RK_synth_00.ma0	1681.2969	0.4429	0.5438	0.7142	0.0000	0.5571	4.1878	2.5045	0.1800	37.0611	0.2871	-2.3360	0.3350	0.0986	1.5104	-2.5914	1.4726	1.0925	-1.7140	0.1574	0.0358	2.5529	-8.1334
z_HB001SX_sCD25-_6_synth_00.ma0	361.3740	0.3601	0.2488	0.5848	0.0000	0.6399	2.7479	1.9438	0.3600	24.4539	-1.3737	-2.3806	0.3350	0.3141	1.4714	-2.8929	3.2655	-0.5563	-1.1328	0.1169	0.0559	0.7777	-3.1101
z_HB001SY_sCD25-_7_synth_00.ma0	494.5929	0.2493	0.3378	0.7373	0.0000	0.7507	1.8640	2.2178	0.1200	30.7841	-1.1135	-2.0766	0.3350	0.2390	1.5279	-2.6631	2.9899	-0.4857	-1.2379	0.0202	0.1964	0.8071	-1.6263
z_HB00AK5_synth_00.ma0	1135.9459	0.3495	0.3827	0.7104	0.0000	0.6505	3.1721	2.4233	0.1500	38.7322	-0.1177	-1.4030	0.3350	0.3521	1.4544	-2.7816	3.0861	-0.1997	-1.0160	0.0401	0.1606	1.6449	-1.3755
z_HB00AK5_synth_01.ma0	990.8214	0.3457	0.3805	0.7116	0.0000	0.6543	3.1136	2.3966	0.1500	40.0672	-0.1206	-1.3999	0.3350	0.3752	1.4516	-2.7743	3.0676	-0.1928	-1.0206	0.0459	0.1636	1.4725	-1.5275
z_HB00AK5_synth_02.ma0	1129.2769	0.3559	0.3859	0.7054	0.0000	0.6441	3.2162	2.4238	0.1500	40.6837	-0.1041	-1.3960	0.3350	0.3395	1.4471	-2.7790	3.0012	-0.1410	-1.0455	0.0663	0.1238	1.5131	-2.2152
z_HB00AK5_synth_03.ma0	1201.5738	0.3591	0.3854	0.7131	0.0000	0.6409	3.1683	2.4093	0.1500	38.1965	-0.1137	-1.4227	0.3350	0.3439	1.4446	-2.7784	3.1141	-0.2170	-1.0158	0.0597	0.1522	1.2599	-1.6420
z_HB00AK5_synth_04.ma0	1250.2697	0.3494	0.3808	0.7123	0.0000	0.6506	3.2788	2.4074	0.1500	42.5017	-0.1041	-1.4165	0.3350	0.3567	1.4515	-2.7754	2.9594	-0.1347	-1.0292	0.0532	0.1376	1.6985	-1.8896
z_HB00AK5_synth_05.ma0	1152.9179	0.3539	0.3849	0.7075	0.0000	0.6461	3.1978	2.3997	0.1500	38.8181	-0.1009	-1.4410	0.3350	0.3541	1.4453	-2.7729	3.0059	-0.1643	-1.0303	0.0586	0.1220	1.6160	-1.9724
z_HB00AK5_synth_06.ma0	1037.6731	0.3525	0.3772	0.6983	0.0000	0.6475	3.2482	2.3746	0.1500	39.5267	-0.1472	-1.3643	0.3350	0.3760	1.4364	-2.7757	3.1051	-0.2030	-1.0225	0.0727	0.1251	1.2088	-2.2266
z_HB00AK5_synth_07.ma0	1041.4916	0.3671	0.3738	0.6973	0.0000	0.6329	3.2322	2.4125	0.1500	40.9157	-0.1131	-1.3697	0.3350	0.3561	1.4476	-2.7715	2.9629	-0.1323	-1.0382	0.0664	0.1275	1.4436	-2.0048
z_HB00AK5_synth_08.ma0	984.0337	0.3422	0.3844	0.7132	0.0000	0.6578	3.0364	2.4132	0.1500	43.7999	-0.1116	-1.3979	0.3350	0.3566	1.4646	-2.7751	3.0695	-0.1969	-1.0341	0.0517	0.1432	1.5146	-1.7157
z_HB00AK5_synth_09.ma0	1034.3687	0.3575	0.3834	0.7117	0.0000	0.6425	3.2202	2.3862	0.1500	41.5983	-0.1154	-1.4106	0.3350	0.3498	1.4393	-2.7696	3.0250	-0.1659	-1.0444	0.0713	0.1279	1.3040	-2.3399
z_HB00AK5_synth_10.ma0	1134.9387	0.3512	0.3847	0.7209	0.0000	0.6488	3.1716	2.4169	0.1500	39.6560	-0.1631	-1.3602	0.3350	0.4000	1.4245	-2.7791	3.1067	-0.1859	-1.0351	0.0409	0.1710	1.4653	-1.2220
z_HB00AK5_synth_11.ma0	1010.9586	0.3569	0.3837	0.7207	0.0000	0.6431	3.1790	2.3842	0.1500	41.5506	-0.1166	-1.3805	0.3350	0.3584	1.4488	-2.7772	3.0668	-0.1887	-1.0265	0.0463	0.1503	1.5652	-1.4052
z_HB00AK5_synth_12.ma0	1011.0261	0.3555	0.3820	0.7044	0.0000	0.6445	3.1952	2.3894	0.1500	40.0474	-0.1135	-1.4214	0.3350	0.3631	1.4457	-2.7845	3.1780	-0.2580	-0.9966	0.0665	0.1287	1.3890	-2.1509
z_HB00AK5_synth_13.ma0	972.1356	0.3479	0.3887	0.7079	0.0000	0.6521	3.1616	2.4056	0.1500	39.8227	-0.1192	-1.4435	0.3350	0.3647	1.4424	-2.7694	3.0342	-0.1880	-1.0266	0.0818	0.1130	1.2210	-2.9934
z_HB00AK5_synth_14.ma0	1090.3520	0.3576	0.3749	0.7012	0.0000	0.6424	3.3034	2.4036	0.1500	42.0393	-0.1298	-1.3281	0.3350	0.3948	1.4316	-2.7690	2.9995	-0.1305	-1.0504	0.0655	0.1302	1.3225	-2.2321
z_HB00AK5_synth_15.ma0	937.6069	0.3457	0.3744	0.7015	0.0000	0.6543	2.9999	2.3783	0.1500	43.5322	-0.1369	-1.3984	0.3350	0.3641	1.4597	-2.7769	3.0791	-0.2084	-1.0203	0.0581	0.1364	1.4786	-1.8209
z_HB00AK5_synth_16.ma0	1121.0452	0.3597	0.3890	0.7099	0.0000	0.6403	3.2830	2.3973	0.1500	42.6931	-0.1239	-1.4180	0.3350	0.3562	1.4519	-2.7805	3.0573	-0.1720	-1.0359	0.0612	0.1397	1.4229	-1.7920
z_HB00AK5_synth_17.ma0	1109.8932	0.3559	0.3823	0.7017	0.0000	0.6441	3.2630	2.3957	0.1500	41.4631	-0.1013	-1.4167	0.3350	0.3470	1.4607	-2.7876	3.0643	-0.1841	-1.0078	0.0492	0.1356	1.7183	-1.6280
z_HB00AK5_synth_18.ma0	984.9055	0.3514	0.3755	0.7027	0.0000	0.6486	3.0979	2.3916	0.1500	42.9912	-0.0960	-1.4164	0.3350	0.3790	1.4342	-2.7834	2.9975	-0.1404	-1.0235	0.0451	0.1477	1.6212	-1.5290
z_HB00AK5_synth_19.ma0	1012.2339	0.3587	0.3903	0.7132	0.0000	0.6413	3.2755	2.3961	0.1500	40.3815	-0.1065	-1.4124	0.3350	0.3949	1.4343	-2.7731	2.9985	-0.1528	-1.0431	0.0528	0.1586	1.3297	-1.3893
z_HB00AK5_synth_20.ma0	1004.4297	0.3527	0.3827	0.7123	0.0000	0.6473	3.2208	2.4049	0.1500	38.9809	-0.1125	-1.3709	0.3350	0.3462	1.4367	-2.7816	3.0697	-0.1938	-1.0071	0.0510	0.1382	1.6274	-1.8735
z_HB00AK5_synth_21.ma0	1038.9539	0.3517	0.3870	0.7095	0.0000	0.6483	3.1963	2.4331	0.1500	41.0973	-0.1584	-1.3675	0.3350	0.3781	1.4393	-2.7740	3.0798	-0.1846	-1.0393	0.0841	0.1241	1.0469	-2.6966
z_HB00AK5_synth_22.ma0	1092.7565	0.3574	0.3858	0.7100	0.0000	0.6426	3.1121	2.4225	0.1500	40.4272	-0.1020	-1.4186	0.3350	0.3266	1.4492	-2.7765	3.0403	-0.1802	-1.0206	0.0503	0.1502	1.4672	-1.5371
z_HB00AK5_synth_23.ma0	984.6823	0.3584	0.3847	0.7146	0.0000	0.6416	3.1708	2.3819	0.1500	44.7722	-0.1175	-1.4190	0.3350	0.3740	1.4650	-2.7658	3.0431	-0.1856	-1.0388	0.0539	0.1548	1.3428	-1.7131
z_HB00AK5_synth_24.ma0	1025.1894	0.3458	0.3816	0.7065	0.0000	0.6542	3.1176	2.3901	0.1500	40.8549	-0.0932	-1.4927	0.3350	0.3459	1.4508	-2.7691	2.9597	-0.1483	-1.0282	0.0607	0.1356	1.2876	-1.7348
z_HB00AK5_synth_25.ma0	1042.5907	0.3556	0.3854	0.7103	0.0000	0.6444	3.2912	2.3796	0.1500	41.5614	-0.1129	-1.4059	0.3350	0.3922	1.4367	-2.7791	3.0380	-0.1808	-1.0144	0.0663	0.1179	1.4589	-2.2794
z_HB00AK5_synth_26.ma0	1028.1205	0.3603	0.3781	0.7128	0.0000	0.6397	3.2629	2.4068	0.1500	43.1346	-0.1407	-1.4232	0.3350	0.3792	1.4536	-2.7715	3.0092	-0.1422	-1.0498	0.0522	0.1495	1.4970	-1.6935
z_HB00AK5_synth_27.ma0	1215.8127	0.3621	0.3863	0.7188	0.0000	0.6379	3.3330	2.3917	0.1500	40.6559	-0.1332	-1.4011	0.3350	0.3905	1.4415	-2.7822	2.9830	-0.1139	-1.0331	0.0592	0.1374	1.4927	-1.9045
z_HB00AK5_synth_28.ma0	1063.4009	0.3555	0.3774	0.7019	0.0000	0.6445	3.2501	2.4001	0.1500	40.1502	-0.1127	-1.3655	0.3350	0.3439	1.4613	-2.7815	3.3162	-0.3510	-0.9812	0.0529	0.1417	1.4862	-1.6893
z_HB00AK5_synth_29.ma0	1074.1258	0.3572	0.3817	0.7049	0.0000	0.6428	3.2366	2.4014	0.1500	42.7744	-0.0845	-1.4199	0.3350	0.3531	1.4429	-2.7734	2.9677	-0.1449	-1.0272	0.0788	0.1064	1.3455	-2.6096
z_HB00AK5_synth_30.ma0	1055.4809	0.3530	0.3910	0.7224	0.0000	0.6470	3.1837	2.4106	0.1500	40.6308	-0.1284	-1.3341	0.3350	0.3860	1.4477	-2.7745	3.1055	-0.2194	-1.0172	0.0590	0.1530	1.3389	-1.7157
z_HB00AK5_synth_31.ma0	1091.0782	0.3532	0.3811	0.7087	0.0000	0.6468	3.1672	2.3948	0.1500	41.5935	-0.1452	-1.3632	0.3350	0.4043	1.4374	-2.7809	3.1273	-0.2150	-1.0152	0.0438	0.1620	1.5070	-1.5789
z_HB00AK5_synth_32.ma0	1068.9251	0.3559	0.3867	0.7155	0.0000	0.6441	3.2654	2.3964	0.1500	42.0471	-0.1056	-1.4490	0.3350	0.3611	1.4416	-2.7771	2.9091	-0.0877	-1.0516	0.0567	0.1347	1.5759	-1.8158
z_HB00AK5_synth_33.ma0	1096.9320	0.3420	0.3864	0.7088	0.0000	0.6580	3.0625	2.4201	0.1500	45.1500	-0.1233	-1.4203	0.3350	0.3979	1.4386	-2.7739	2.9533	-0.1039	-1.0457	0.0631	0.1403	1.3786	-1.9745
z_HB00AK5_synth_34.ma0	1106.8257	0.3428	0.3792	0.6998	0.0000	0.6572	3.1641	2.4030	0.1500	41.3189	-0.1125	-1.3934	0.3350	0.3846	1.4331	-2.7758	2.9468	-0.0927	-1.0476	0.0592	0.1426	1.4447	-1.9757
z_HB00AK5_synth_35.ma0	1060.2253	0.3591	0.3855	0.7150	0.0000	0.6409	3.2979	2.3767	0.1500	44.3228	-0.1130	-1.3897	0.3350	0.3850	1.4550	-2.7655	3.0147	-0.1474	-1.0540	0.0805	0.1173	1.1126	-2.3052
z_HB00AK5_synth_36.ma0	1108.3248	0.3542	0.3820	0.7087	0.0000	0.6458	3.2362	2.4120	0.1500	39.4990	-0.1357	-1.3758	0.3350	0.3830	1.4363	-2.7777	3.1359	-0.2247	-1.0072	0.0501	0.1483	1.5960	-1.7462
z_HB00AK5_synth_37.ma0	1122.1068	0.3534	0.3831	0.7130	0.0000	0.6466	3.1885	2.4072	0.1500	43.8491	-0.1205	-1.3978	0.3350	0.3914	1.4407	-2.7805	3.1122	-0.2026	-1.0221	0.0577	0.1370	1.4908	-1.7116
z_HB00AK5_synth_38.ma0	1250.4486	0.3532	0.3871	0.7255	0.0000	0.6468	3.1856	2.4299	0.1500	40.6332	-0.1291	-1.3799	0.3350	0.3899	1.4307	-2.7763	3.0310	-0.1555	-1.0320	0.0506	0.1532	1.5071	-1.6710
z_HB00AK5_synth_39.ma0	1060.3268	0.3486	0.3816	0.7119	0.0000	0.6514	3.0775	2.3997	0.1500	39.6033	-0.1119	-1.4145	0.3350	0.3729	1.4380	-2.7679	2.9942	-0.1634	-1.0452	0.0800	0.1239	1.1359	-2.3499
z_HB00AK5_synth_40.ma0	1068.5030	0.3531	0.3796	0.7108	0.0000	0.6469	3.3909	2.3929	0.1500	42.4128	-0.0999	-1.3886	0.3350	0.3423	1.4592	-2.7696	3.0741	-0.2374	-1.0136	0.0812	0.1123	1.2520	-2.4756
z_HB00AK5_synth_41.ma0	1093.4847	0.3552	0.3832	0.7179	0.0000	0.6448	3.2268	2.4232	0.1500	42.5001	-0.1184	-1.4515	0.3350	0.3542	1.4434	-2.7812	2.9510	-0.1076	-1.0332	0.0478	0.1530	1.5502	-1.5446
z_HB00AK5_synth_42.ma0	1136.3144	0.3514	0.3794	0.7003	0.0000	0.6486	3.1654	2.3817	0.1500	44.2548	-0.1271	-1.4086	0.3350	0.3872	1.4506	-2.7729	2.9701	-0.1299	-1.0368	0.0729	0.1206	1.4108	-2.6618
z_HB00AK5_synth_43.ma0	1179.4739	0.3532	0.3803	0.7032	0.0000	0.6468	3.2923	2.4000	0.1500	38.5714	-0.1360	-1.4197	0.3350	0.3713	1.4314	-2.7706	2.9909	-0.1429	-1.0510	0.0587	0.1458	1.3741	-1.8123
z_HB00AK5_synth_44.ma0	1212.9375	0.3451	0.3812	0.7194	0.0000	0.6549	3.0835	2.4329	0.1500	38.7953	-0.1469	-1.3635	0.3350	0.3905	1.4356	-2.7680	2.9566	-0.1138	-1.0495	0.0636	0.1444	1.3685	-2.1023
z_HB00AK5_synth_45.ma0	992.8785	0.3414	0.3847	0.7157	0.0000	0.6586	3.0236	2.3949	0.1500	41.1765	-0.1166	-1.3522	0.3350	0.3926	1.4402	-2.7762	3.0547	-0.1738	-1.0227	0.0594	0.1336	1.4759	-1.9776
z_HB00AK5_synth_46.ma0	965.5933	0.3589	0.3794	0.6951	0.0000	0.6411	3.1303	2.3869	0.1500	41.2092	-0.1144	-1.4270	0.3350	0.3719	1.4460	-2.7753	3.0311	-0.1765	-1.0240	0.0567	0.1366	1.4912	-1.9509
z_HB00AK5_synth_47.ma0	1129.5164	0.3510	0.3798	0.7102	0.0000	0.6490	3.1574	2.4198	0.1500	43.5254	-0.1150	-1.3765	0.3350	0.3799	1.4580	-2.7757	3.0564	-0.1852	-1.0249	0.0636	0.1249	1.4915	-2.0662
z_HB00AK5_synth_48.ma0	1106.5093	0.3421	0.3857	0.7209	0.0000	0.6579	2.9673	2.4315	0.1500	40.8958	-0.1412	-1.3864	0.3350	0.3732	1.4360	-2.7775	3.0624	-0.1915	-1.0269	0.0413	0.1671	1.5317	-1.3384
z_HB00AK5_synth_49.ma0	1075.6878	0.3466	0.3749	0.7082	0.0000	0.6534	3.1329	2.4044	0.1500	41.1669	-0.1225	-1.3627	0.3350	0.3807	1.4502	-2.7777	3.0453	-0.1743	-1.0335	0.0469	0.1531	1.5937	-1.4442
z_HB00AK5_synth_50.ma0	1175.2107	0.3552	0.3845	0.7065	0.0000	0.6448	3.2390	2.4016	0.1500	40.1320	-0.1269	-1.3690	0.3350	0.3675	1.4434	-2.7782	3.0672	-0.1906	-1.0208	0.0534	0.1487	1.4909	-1.6720
z_HB00AK5_synth_51.ma0	1125.8100	0.3594	0.3921	0.7133	0.0000	0.6406	3.1788	2.4112	0.1500	40.7412	-0.1373	-1.3962	0.3350	0.4180	1.4287	-2.7779	3.0487	-0.1807	-1.0279	0.0598	0.1337	1.4625	-2.0296
z_HB00AK5_synth_52.ma0	1030.3982	0.3538	0.3825	0.7210	0.0000	0.6462	3.1368	2.4080	0.1500	39.3615	-0.1129	-1.4178	0.3350	0.3527	1.4247	-2.7860	3.0215	-0.1690	-1.0051	0.0451	0.1468	1.6774	-1.5074
z_HB00AK5_synth_53.ma0	1086.3622	0.3579	0.3810	0.7158	0.0000	0.6421	3.1826	2.4199	0.1500	40.7311	-0.1289	-1.4457	0.3350	0.3682	1.4579	-2.7813	3.0299	-0.1631	-1.0174	0.0434	0.1600	1.4840	-1.5283
z_HB00AK5_synth_54.ma0	1190.2814	0.3598	0.3865	0.7085	0.0000	0.6402	3.2975	2.4074	0.1500	44.0828	-0.1280	-1.3194	0.3350	0.3683	1.4628	-2.7749	3.1141	-0.2194	-1.0219	0.0621	0.1381	1.3746	-2.0948
z_HB00AK5_synth_55.ma0	1111.8140	0.3585	0.3816	0.7198	0.0000	0.6415	3.2802	2.3883	0.1500	41.8830	-0.0952	-1.3950	0.3350	0.3686	1.4742	-2.7898	3.0941	-0.1897	-1.0085	0.0387	0.1651	1.6513	-1.4792
z_HB00AK5_synth_56.ma0	1143.2684	0.3482	0.3873	0.7089	0.0000	0.6518	3.1079	2.4266	0.1500	41.2784	-0.1464	-1.3480	0.3350	0.3848	1.4461	-2.7815	3.1921	-0.2398	-1.0282	0.0399	0.1732	1.5392	-1.2549
z_HB00AK5_synth_57.ma0	1034.1794	0.3594	0.3841	0.7072	0.0000	0.6406	3.3700	2.3802	0.1500	38.9803	-0.1014	-1.3519	0.3350	0.3753	1.4432	-2.7718	2.9916	-0.1445	-1.0406	0.0599	0.1380	1.4861	-1.7944
z_HB00AK5_synth_58.ma0	979.3677	0.3443	0.3770	0.7165	0.0000	0.6557	3.1059	2.4084	0.1500	37.3617	-0.1132	-1.4011	0.3350	0.3545	1.4387	-2.7803	3.0554	-0.1751	-1.0235	0.0627	0.1325	1.3881	-1.7755
z_HB00AK5_synth_59.ma0	1111.0912	0.3538	0.3889	0.7177	0.0000	0.6462	3.2209	2.4209	0.1500	43.6213	-0.1531	-1.3541	0.3350	0.3831	1.4828	-2.7781	3.2694	-0.3010	-0.9964	0.0491	0.1714	1.3007	-1.4871
z_HB00AK5_synth_60.ma0	1173.9208	0.3532	0.3791	0.7044	0.0000	0.6468	3.2670	2.4088	0.1500	41.0499	-0.1225	-1.3850	0.3350	0.4002	1.4325	-2.7748	2.9748	-0.1134	-1.0634	0.0481	0.1584	1.4643	-1.5364
z_HB00AK5_synth_61.ma0	1062.1852	0.3497	0.3856	0.7193	0.0000	0.6503	3.1169	2.4070	0.1500	44.0997	-0.1245	-1.3848	0.3350	0.3840	1.4505	-2.7746	3.1051	-0.2041	-1.0176	0.0505	0.1472	1.5738	-1.6865
z_HB00AK5_synth_62.ma0	1078.0785	0.3547	0.3846	0.7208	0.0000	0.6453	3.2648	2.4017	0.1500	39.7837	-0.1047	-1.4287	0.3350	0.3590	1.4492	-2.7653	2.9975	-0.1689	-1.0324	0.0798	0.1151	1.3776	-3.0968
z_HB00AK5_synth_63.ma0	1049.3248	0.3638	0.3968	0.7248	0.0000	0.6362	3.3312	2.4050	0.1500	38.8320	-0.1206	-1.3907	0.3350	0.3668	1.4418	-2.7803	3.1398	-0.2411	-1.0028	0.0452	0.1550	1.5843	-1.5738
z_HB00AK5_synth_64.ma0	1164.6078	0.3556	0.3835	0.7193	0.0000	0.6444	3.2136	2.4109	0.1500	43.9117	-0.1372	-1.3735	0.3350	0.3757	1.4588	-2.7791	3.1501	-0.2338	-1.0088	0.0506	0.1496	1.5001	-1.5541
z_HB00AK5_synth_65.ma0	971.0566	0.3515	0.3909	0.7373	0.0000	0.6485	3.0962	2.4273	0.1500	40.9482	-0.1220	-1.3690	0.3350	0.3830	1.4427	-2.7708	2.9199	-0.1042	-1.0601	0.0859	0.1054	1.2053	-2.8905
z_HB00AK5_synth_66.ma0	1061.9314	0.3533	0.3825	0.7047	0.0000	0.6467	3.2206	2.3967	0.1500	42.7455	-0.1282	-1.4182	0.3350	0.3784	1.4500	-2.7755	2.9557	-0.1280	-1.0311	0.0629	0.1198	1.4962	-2.1040
z_HB00AK5_synth_67.ma0	1010.7114	0.3442	0.3798	0.7042	0.0000	0.6558	3.1719	2.3989	0.1500	45.4566	-0.1490	-1.3548	0.3350	0.3877	1.4397	-2.7758	3.0625	-0.1710	-1.0338	0.0771	0.1283	1.1234	-2.5062
z_HB00AK5_synth_68.ma0	1201.7191	0.3544	0.3794	0.7100	0.0000	0.6456	3.1983	2.4210	0.1500	39.5093	-0.1482	-1.3525	0.3350	0.3702	1.4243	-2.7833	3.0406	-0.1610	-1.0253	0.0415	0.1625	1.5574	-1.4099
z_HB00AK5_synth_69.ma0	1151.3055	0.3508	0.3910	0.7251	0.0000	0.6492	3.1673	2.4166	0.1500	41.3768	-0.1327	-1.4417	0.3350	0.3755	1.4523	-2.7730	2.9748	-0.1305	-1.0487	0.0693	0.1315	1.2431	-2.0224
z_HB00AK5_synth_70.ma0	1140.4952	0.3412	0.3813	0.7124	0.0000	0.6588	3.0471	2.4322	0.1500	42.6767	-0.1316	-1.4136	0.3350	0.3746	1.4474	-2.7725	3.0916	-0.2044	-1.0277	0.0760	0.1159	1.3155	-2.2700
z_HB00AK5_synth_71.ma0	1088.9995	0.3527	0.3770	0.7047	0.0000	0.6473	3.2214	2.3859	0.1500	39.4024	-0.1052	-1.4636	0.3350	0.3604	1.4406	-2.7766	3.0521	-0.1962	-1.0166	0.0459	0.1472	1.6685	-1.5985
z_HB00AK5_synth_72.ma0	1102.1536	0.3541	0.3871	0.7139	0.0000	0.6459	3.1453	2.4012	0.1500	40.3154	-0.1022	-1.4138	0.3350	0.3521	1.4332	-2.7781	2.9870	-0.1210	-1.0353	0.0625	0.1346	1.4261	-1.9078
z_HB00AK5_synth_73.ma0	974.0080	0.3460	0.3793	0.7141	0.0000	0.6540	3.1224	2.4175	0.1500	40.1417	-0.1669	-1.3760	0.3350	0.3883	1.4374	-2.7743	3.0080	-0.1469	-1.0462	0.0488	0.1507	1.5040	-1.4250
z_HB00AK5_synth_74.ma0	1144.4251	0.3571	0.3886	0.6990	0.0000	0.6429	3.3545	2.4017	0.1500	40.6396	-0.1235	-1.4044	0.3350	0.3371	1.4415	-2.7661	2.9997	-0.1608	-1.0451	0.1257	0.0580	0.8783	-5.7616
z_HB00AK5_synth_75.ma0	1071.4493	0.3499	0.3799	0.7004	0.0000	0.6501	3.0972	2.4121	0.1500	42.5900	-0.1421	-1.3223	0.3350	0.4068	1.4397	-2.7766	3.0767	-0.1762	-1.0303	0.0658	0.1390	1.2957	-1.8053
z_HB00AK5_synth_76.ma0	1049.0110	0.3639	0.3899	0.7209	0.0000	0.6361	3.3375	2.4042	0.1500	43.2321	-0.1425	-1.4026	0.3350	0.3784	1.4449	-2.7741	2.9489	-0.1013	-1.0639	0.0664	0.1432	1.1328	-1.7259
z_HB00AK5_synth_77.ma0	1137.7538	0.3398	0.3832	0.7045	0.0000	0.6602	3.0290	2.4091	0.1500	43.8257	-0.1069	-1.3833	0.3350	0.3560	1.4477	-2.7780	3.1300	-0.2272	-1.0116	0.0539	0.1516	1.4442	-1.6485
z_HB00AK5_synth_78.ma0	1093.6324	0.3465	0.3770	0.6997	0.0000	0.6535	3.1875	2.4061	0.1500	41.9204	-0.1282	-1.3764	0.3350	0.3774	1.4271	-2.7760	3.0290	-0.1537	-1.0415	0.0627	0.1399	1.3596	-1.9961
z_HB00AK5_synth_79.ma0	1175.5189	0.3460	0.3771	0.7097	0.0000	0.6540	3.2408	2.3993	0.1500	40.2013	-0.1288	-1.3544	0.3350	0.3568	1.4588	-2.7877	3.1210	-0.2075	-0.9991	0.0469	0.1569	1.5864	-1.6262
z_HB00AK5_synth_80.ma0	1007.9576	0.3614	0.3881	0.7113	0.0000	0.6386	3.1915	2.3853	0.1500	41.7290	-0.1226	-1.3908	0.3350	0.3745	1.4454	-2.7813	3.0980	-0.2008	-0.9987	0.0697	0.1274	1.2448	-1.9738
z_HB00AK5_synth_81.ma0	1083.6844	0.3657	0.3924	0.7087	0.0000	0.6343	3.2016	2.4074	0.1500	39.4988	-0.1370	-1.4029	0.3350	0.3859	1.4352	-2.7780	2.9771	-0.1153	-1.0541	0.0656	0.1424	1.2727	-1.7754
z_HB00AK5_synth_82.ma0	1296.9994	0.3641	0.3841	0.7171	0.0000	0.6359	3.3250	2.4066	0.1500	38.3612	-0.1203	-1.4268	0.3350	0.3619	1.4323	-2.7693	2.9395	-0.1269	-1.0562	0.0782	0.1118	1.2277	-2.6418
z_HB00AK5_synth_83.ma0	1152.4500	0.3553	0.3894	0.7181	0.0000	0.6447	3.2708	2.4013	0.1500	39.8799	-0.1162	-1.4360	0.3350	0.3619	1.4456	-2.7823	3.0345	-0.1649	-1.0201	0.0436	0.1683	1.5156	-1.4110
z_HB00AK5_synth_84.ma0	1067.2393	0.3504	0.3737	0.7080	0.0000	0.6496	3.1947	2.4143	0.1500	41.5573	-0.1394	-1.3888	0.3350	0.3709	1.4363	-2.7671	3.0031	-0.1512	-1.0459	0.0699	0.1300	1.3143	-2.1957
z_HB00AK5_synth_85.ma0	1085.6384	0.3473	0.3802	0.7121	0.0000	0.6527	3.2330	2.3982	0.1500	42.6374	-0.1206	-1.3726	0.3350	0.3992	1.4541	-2.7778	3.0577	-0.1873	-1.0096	0.0603	0.1399	1.4416	-1.9298
z_HB00AK5_synth_86.ma0	1102.0067	0.3533	0.3817	0.7012	0.0000	0.6467	3.2231	2.4084	0.1500	41.8159	-0.1174	-1.4361	0.3350	0.3548	1.4497	-2.7822	3.0350	-0.1560	-1.0324	0.0629	0.1219	1.5416	-1.9294
z_HB00AK5_synth_87.ma0	997.4701	0.3579	0.3781	0.7118	0.0000	0.6421	3.2776	2.3935	0.1500	38.5115	-0.1234	-1.4138	0.3350	0.3708	1.4293	-2.7759	2.9349	-0.0998	-1.0473	0.0558	0.1418	1.5642	-1.8246
z_HB00AK5_synth_88.ma0	1151.2890	0.3522	0.3820	0.7067	0.0000	0.6478	3.2646	2.4148	0.1500	35.8611	-0.1260	-1.3745	0.3350	0.3568	1.4268	-2.7787	2.9623	-0.1156	-1.0425	0.0620	0.1298	1.4731	-1.8698
z_HB00AK5_synth_89.ma0	1125.0420	0.3544	0.3847	0.7203	0.0000	0.6456	3.1468	2.4139	0.1500	41.5183	-0.1169	-1.4122	0.3350	0.3661	1.4523	-2.7733	2.9086	-0.0744	-1.0630	0.0634	0.1375	1.3808	-1.8658
z_HB00AK5_synth_90.ma0	1075.9051	0.3524	0.3827	0.6986	0.0000	0.6476	3.1816	2.4119	0.1500	41.0514	-0.1062	-1.3689	0.3350	0.3672	1.4476	-2.7774	2.9841	-0.1238	-1.0460	0.0620	0.1475	1.2418	-1.8006
z_HB00AK5_synth_91.ma0	980.4404	0.3491	0.3855	0.7131	0.0000	0.6509	3.0673	2.4037	0.1500	41.1779	-0.1079	-1.4473	0.3350	0.3489	1.4448	-2.7727	3.0559	-0.1988	-1.0264	0.0584	0.1326	1.5308	-1.8618
z_HB00AK5_synth_92.ma0	1124.1242	0.3530	0.3866	0.7259	0.0000	0.6470	3.1426	2.4354	0.1500	37.7599	-0.1136	-1.4039	0.3350	0.3526	1.4365	-2.7720	3.0138	-0.1543	-1.0455	0.0465	0.1516	1.6431	-1.5363
z_HB00AK5_synth_93.ma0	1176.0743	0.3604	0.3844	0.7094	0.0000	0.6396	3.1610	2.4117	0.1500	39.4215	-0.1246	-1.4118	0.3350	0.3945	1.4273	-2.7734	2.9342	-0.1038	-1.0562	0.0561	0.1436	1.4531	-1.6930
